ticket_id,ticket_text,category,priority,department,sentiment,root_cause,resolution_steps,ticket_status,created_at,resolved_at,recommended_action
TKT-4604,Need help setting up my work phone with company email. Not super urgent but affecting my productivity. Happy to provide more details if needed.,General IT,Medium,Service Desk,Neutral,IT policy documents moved to new SharePoint site — old link broken,Created folder structure guide for the shared drive. Mapped network drive on user's laptop.,Closed,23-05-2026 05:43,23-05-2026 16:08,Queue for Service Desk — Standard SLA (8 hours)
TKT-3352,Need to restore yesterday's backup for the customer database. Would appreciate if this could be fixed today. Let me know if you need more info.,Database,Medium,DBA Team,Neutral,Investigation in progress,Pending — ticket assigned to engineer,Open,24-04-2026 01:16,,Queue for DBA Team — Standard SLA (8 hours)
TKT-0105,"Network outage in Building B, none of the systems are accessible. Just curious about this, no hurry.",Network/VPN,Low,Infra Team,Neutral,ISP upstream link degradation,Updated firewall ACL rules to allow traffic on ports 443 and 8443. Tested with curl and browser.,Closed,27-04-2026 00:36,28-04-2026 10:45,Queue for Infra Team — Respond within 24 hours
TKT-2239,"Need read-only access to the finance department's reports. Low priority, can wait until next week. This is unacceptable, I can't believe this is still broken.",Account/Access,Low,IAM Team,Frustrated,IAM role policy missing required permissions for console access,"Completed offboarding checklist. Disabled AD account. Revoked VPN, email, and application access.",Closed,23-05-2026 06:37,25-05-2026 03:13,Queue for IAM Team — Respond within 24 hours
TKT-2732,"Can't access shared mailbox for our support team. I have a workaround but it's slowing me down. This is unacceptable, I can't believe this is still broken.",Email/Communication,Medium,Collaboration Team,Frustrated,Network jitter exceeding 150ms causing audio packet loss,Switched user to wired connection for calls. QoS policy applied for Teams traffic. Audio quality improved.,Closed,28-03-2026 23:03,29-03-2026 03:50,"Assign to Collaboration Team — Follow up with user, target 4-hour resolution"
TKT-0848,"Printer toner needs replacement on floor 2 printer. All users are affected, total outage! This is extremely urgent!",Hardware,Critical,Desktop Support,Urgent,Paper feed roller worn out from extensive use,Uninstalled conflicting Realtek audio driver. Installed Microsoft-signed driver. Microphone detected in Teams.,Reopened,14-04-2026 08:23,14-04-2026 09:35,IMMEDIATE ESCALATION to Desktop Support — Page on-call engineer
TKT-2688,"Unable to attach files larger than 10MB in Outlook. Just curious about this, no hurry. Need immediate assistance!",Email/Communication,Low,Collaboration Team,Urgent,Investigation in progress,Pending — ticket assigned to engineer,Open,06-04-2026 07:53,,Queue for Collaboration Team — Respond within 24 hours
TKT-4508,"Can I use my personal laptop for office work? Not urgent at all, just planning ahead.",General IT,Low,Service Desk,Neutral,VPN required for intranet access from home — user unaware,Created folder structure guide for the shared drive. Mapped network drive on user's laptop.,Closed,02-04-2026 07:19,04-04-2026 05:07,Queue for Service Desk — Respond within 24 hours
TKT-2684,"Email signature is not appearing when sending from mobile. Just curious about this, no hurry. Let me know if you need more info.",Email/Communication,Low,Collaboration Team,Neutral,Mobile Outlook app using legacy protocol without signature support,Updated mobile Outlook app to latest version. Configured signature in app settings. Signature now appears.,Reopened,08-04-2026 01:16,09-04-2026 09:37,Queue for Collaboration Team — Respond within 24 hours
TKT-0211,Getting 'Network unreachable' error when trying to access shared drives. Boss is escalating this already. Love how efficient the IT team has been lately!,Network/VPN,High,Infra Team,Positive,Firewall rule blocking outbound traffic on port 443,Applied firmware patch v2.4.1 to the affected network switch. Rebooted and verified port connectivity.,Reopened,05-06-2026 02:48,05-06-2026 06:35,Assign to Infra Team — Target 2-hour resolution
TKT-2335,Single sign-on is not working for Salesforce. Please look into this when you get a chance.,Account/Access,Medium,IAM Team,Neutral,Active Directory replication delay between domain controllers,Reset NTFS permissions on shared folder. Re-applied inheritance. User confirmed access to all subfolders.,Closed,21-05-2026 01:59,21-05-2026 08:13,Queue for IAM Team — Standard SLA (8 hours)
TKT-4240,Need to enable disk encryption on all company laptops. This is just a general question.,Security,Low,Security Team,Neutral,New web app not included in regular vulnerability scan scope,Isolated laptop from network. Ran full malware scan and removed trojan. Re-imaged machine. Restored data from backup.,Reopened,02-06-2026 02:49,03-06-2026 10:12,Queue for Security Team — Respond within 24 hours
TKT-2459,"Need to revoke access for an employee who left last week. Just curious about this, no hurry.",Account/Access,Low,IAM Team,Neutral,IAM role policy missing required permissions for console access,Re-enrolled user's MFA device. Generated new QR code. Verified 2FA working with test login.,Closed,12-03-2026 01:28,13-03-2026 16:05,Queue for IAM Team — Respond within 24 hours
TKT-2413,"Can't login to the time tracking system with my credentials. Client demo in 1 hour, please help!",Account/Access,High,IAM Team,Frustrated,Account lockout policy triggered after 5 failed login attempts,Processed access request with manager's verbal approval. Granted read-only DB access. Logged in audit trail.,Closed,14-04-2026 02:59,14-04-2026 06:50,Priority escalation to IAM Team — Assign senior engineer
TKT-0189,"VPN license expired, cannot work remotely anymore. Not super urgent but affecting my productivity. This is extremely urgent!",Network/VPN,Medium,Infra Team,Urgent,Investigation in progress,Pending — ticket assigned to engineer,Open,03-05-2026 22:51,,Queue for Infra Team — Standard SLA (8 hours)
TKT-0915,"Hard drive making clicking noises, worried about data loss. Client demo in 1 hour, please help! Happy to provide more details if needed.",Hardware,High,Desktop Support,Neutral,Motherboard power regulation IC failure,Rolled back GPU driver to version 31.0.15.4601. Ran stress test for 2 hours. No BSOD recurrence.,Closed,16-04-2026 06:31,16-04-2026 08:25,Assign to Desktop Support — Target 2-hour resolution
TKT-1997,"My account seems compromised, seeing login attempts from unknown IPs. Just curious about this, no hurry. Thanks in advance.",Account/Access,Low,IAM Team,Neutral,IAM role policy missing required permissions for console access,Updated IAM role to include required EC2 and S3 permissions. User verified console access working.,Closed,03-04-2026 05:27,04-04-2026 18:44,Queue for IAM Team — Respond within 24 hours
TKT-2711,"Outlook search is not finding old emails anymore. Not super urgent but affecting my productivity. Terrible experience, I expect better from our IT team.",Email/Communication,Medium,Collaboration Team,Frustrated,Network jitter exceeding 150ms causing audio packet loss,Updated mobile Outlook app to latest version. Configured signature in app settings. Signature now appears.,Closed,08-03-2026 03:15,08-03-2026 12:30,"Assign to Collaboration Team — Follow up with user, target 4-hour resolution"
TKT-0052,"VPN keeps disconnecting every 5 minutes, can't attend any meetings. Can't do any work until this is resolved.",Network/VPN,High,Infra Team,Neutral,Network switch firmware bug causing packet drops,Flushed DNS cache and reconfigured DNS servers to 8.8.8.8 and 8.8.4.4. Verified connectivity restored.,Closed,12-05-2026 04:46,12-05-2026 06:08,Assign to Infra Team — Target 2-hour resolution
TKT-0568,"Proxy settings seem broken after the last update. Just curious about this, no hurry.",Network/VPN,Low,Infra Team,Neutral,Routing table corruption after configuration push,Rolled back routing table to last known good configuration. Verified all routes with traceroute.,Closed,01-06-2026 01:35,01-06-2026 15:47,Queue for Infra Team — Respond within 24 hours
TKT-3258,Automated database backup failed last night. Would appreciate if this could be fixed today. Happy to provide more details if needed.,Database,Medium,DBA Team,Neutral,Replication lag causing stale data on reporting replica,Identified connection leak in application code. Fixed with try-finally block. Pool usage dropped from 100% to 30%.,Closed,03-06-2026 05:00,03-06-2026 11:21,Queue for DBA Team — Standard SLA (8 hours)
TKT-2154,"New employee needs Active Directory account and email setup. It's causing some inconvenience but I can manage for now. Terrible experience, I expect better from our IT team.",Account/Access,Medium,IAM Team,Frustrated,Account auto-disabled by HR integration due to incorrect termination date,Corrected termination date in HR system. Re-enabled AD account. Verified all group memberships restored.,Closed,01-05-2026 01:55,01-05-2026 10:32,"Assign to IAM Team — Follow up with user, target 4-hour resolution"
TKT-1036,"Desktop fan is making very loud noise, might overheat soon. Not urgent at all, just planning ahead.",Hardware,Low,Desktop Support,Neutral,Wireless mouse receiver USB port malfunction,Cleaned paper feed rollers and replaced worn pickup roller assembly. Ran 50-page test print successfully.,Reopened,03-05-2026 22:15,04-05-2026 07:01,Queue for Desktop Support — Respond within 24 hours
TKT-3115,"Need to recover deleted emails from last week. It's causing some inconvenience but I can manage for now. Terrible experience, I expect better from our IT team.",Email/Communication,Medium,Collaboration Team,Frustrated,Distribution list creation requires Exchange admin privileges,Confirmed Microsoft service incident SI-12345. Workaround: use Teams web. Service restored after 2 hours.,Closed,29-03-2026 02:10,29-03-2026 08:55,"Assign to Collaboration Team — Follow up with user, target 4-hour resolution"
TKT-4017,"Employee reported clicking on a phishing link, need investigation. Just curious about this, no hurry. Great job on the last fix, hoping for the same this time.",Security,Low,Security Team,Positive,Phishing email bypassed spam filter due to spoofed domain,Fixed DNS TXT record for domain validation. Renewed SSL cert manually. Configured cert-manager for auto-renewal.,Closed,08-04-2026 00:54,08-04-2026 16:56,Queue for Security Team — Respond within 24 hours with appreciation
TKT-1824,Our deployment script is failing with permission errors. I have a workaround but it's slowing me down.,Software/Application,Medium,Application Support,Frustrated,Group policy restricting software installation for standard users,Submitted elevated privileges request. Installed software with admin token. Removed temp admin access.,Closed,28-03-2026 00:19,28-03-2026 02:34,"Assign to Application Support — Follow up with user, target 4-hour resolution"
TKT-3510,"Database disk usage is at 95%, need urgent cleanup. Not super urgent but affecting my productivity.",Database,Medium,DBA Team,Neutral,Schema migration tool not available in restricted environment,Restored database from last good backup (23:00 snapshot). Verified data integrity. 0 records lost.,Closed,13-04-2026 23:49,14-04-2026 08:41,Queue for DBA Team — Standard SLA (8 hours)
TKT-1068,"Need to replace the broken screen on my Dell Latitude. Low priority, can wait until next week. Happy to provide more details if needed.",Hardware,Low,Desktop Support,Neutral,Investigation in progress,Pending — ticket assigned to engineer,Open,17-05-2026 06:13,,Queue for Desktop Support — Respond within 24 hours
TKT-4095,Need to implement DLP policies for email attachments. Please look into this when you get a chance.,Security,Medium,Security Team,Neutral,SSL certificate auto-renewal job failed due to DNS validation error,Added web app to vulnerability scanner scope. Ran initial scan. Found 3 medium-risk issues — remediation tickets created.,Closed,27-03-2026 22:31,28-03-2026 04:53,Queue for Security Team — Standard SLA (8 hours)
TKT-3212,"Migration script failed midway, database is in inconsistent state. Can't do any work until this is resolved. This has been going on for days and nobody has helped!",Database,High,DBA Team,Frustrated,Investigation in progress,Pending — ticket assigned to engineer,Open,07-03-2026 08:31,,Priority escalation to DBA Team — Assign senior engineer
TKT-2208,"Important: Cannot access the shared folder, getting permission denied.",Account/Access,High,IAM Team,Neutral,Account lockout policy triggered after 5 failed login attempts,Forced AD replication between DCs using repadmin /syncall. Account visible across all sites within 5 minutes.,Closed,07-04-2026 05:35,07-04-2026 08:16,Assign to IAM Team — Target 2-hour resolution
TKT-4884,"What is the process to request new software? No rush, whenever you get a chance. Every minute counts!",General IT,Low,Service Desk,Urgent,VPN required for intranet access from home — user unaware,Shared new software request form link. Guided user through the approval workflow steps.,Closed,13-04-2026 01:57,14-04-2026 02:49,Queue for Service Desk — Respond within 24 hours
TKT-4420,"High Priority: What is the procedure for requesting a new email distribution list? Great job on the last fix, hoping for the same this time.",General IT,High,Service Desk,Positive,Shared drive folder structure not documented for new team members,Shared updated SharePoint link to IT policy documents. Added shortcut on user's desktop for quick access.,Closed,11-05-2026 03:48,11-05-2026 05:01,Assign to Service Desk — Target 2-hour resolution
TKT-0628,Laptop won't turn on even after charging overnight. Please look into this when you get a chance.,Hardware,Medium,Desktop Support,Neutral,Docking station firmware incompatible with latest OS update,Updated docking station firmware to v1.4.2. Reinstalled display drivers. Both monitors detected correctly.,Closed,25-04-2026 03:27,25-04-2026 14:39,Queue for Desktop Support — Standard SLA (8 hours)
TKT-0288,"Wi-Fi password changed and nobody was informed, can't connect. This is just a general question. Happy to provide more details if needed.",Network/VPN,Low,Infra Team,Neutral,DNS misconfiguration after recent network update,Restarted VPN gateway service and increased connection pool limit from 100 to 250. Monitored for 30 minutes.,Closed,04-04-2026 07:04,05-04-2026 16:53,Queue for Infra Team — Respond within 24 hours
TKT-2130,"MFA is not working, not receiving OTP on my phone. Low priority, can wait until next week.",Account/Access,Low,IAM Team,Neutral,Active Directory replication delay between domain controllers,"Completed offboarding checklist. Disabled AD account. Revoked VPN, email, and application access.",Closed,18-03-2026 00:49,18-03-2026 16:47,Queue for IAM Team — Respond within 24 hours
TKT-3566,"Table locking issues causing application timeouts. Low priority, can wait until next week. Thanks in advance.",Database,Low,DBA Team,Neutral,Unoptimized query with multiple nested subqueries and no limit clause,Rewrote query using CTEs and added pagination (LIMIT 1000). Query timeout resolved. Dashboard loading in 2s.,Closed,29-03-2026 02:05,29-03-2026 16:39,Queue for DBA Team — Respond within 24 hours
TKT-0181,"Internet connectivity is down for the whole office since 9 AM. Deadline is today, really need help. Let me know if you need more info.",Network/VPN,High,Infra Team,Neutral,VPN gateway overloaded due to high concurrent connections,Rolled back routing table to last known good configuration. Verified all routes with traceroute.,Closed,12-05-2026 22:23,13-05-2026 00:07,Assign to Infra Team — Target 2-hour resolution
TKT-3868,Need to update firewall rules to block known malicious IPs. Please look into this when you get a chance.,Security,Medium,Security Team,Neutral,New web app not included in regular vulnerability scan scope,Quarantined phishing email from all mailboxes. Added sender domain to block list. Sent awareness alert to users.,Closed,18-05-2026 03:42,18-05-2026 06:31,Queue for Security Team — Standard SLA (8 hours)
TKT-4486,How do I connect my Bluetooth headset to the laptop? It's causing some inconvenience but I can manage for now. Need immediate assistance!,General IT,Medium,Service Desk,Urgent,IT policy documents moved to new SharePoint site — old link broken,Shared updated SharePoint link to IT policy documents. Added shortcut on user's desktop for quick access.,Closed,30-04-2026 06:36,30-04-2026 11:33,Queue for Service Desk — Standard SLA (8 hours)
TKT-1934,"Need to revoke access for an employee who left last week. No rush, whenever you get a chance. Let me know if you need more info.",Account/Access,Low,IAM Team,Neutral,Investigation in progress,Pending — ticket assigned to engineer,Open,04-04-2026 02:11,,Queue for IAM Team — Respond within 24 hours
TKT-2906,"My email mailbox is full, need storage quota increased. Would appreciate if this could be fixed today.",Email/Communication,Medium,Collaboration Team,Neutral,Investigation in progress,Pending — ticket assigned to engineer,Open,03-04-2026 04:45,,Queue for Collaboration Team — Standard SLA (8 hours)
TKT-4162,Need to implement IP whitelisting for our admin panel. I have a workaround but it's slowing me down.,Security,Medium,Security Team,Neutral,SSL certificate auto-renewal job failed due to DNS validation error,Completed vendor security assessment. Granted time-limited VPN access with MFA. Access expires in 30 days.,Closed,30-03-2026 04:36,30-03-2026 11:07,Queue for Security Team — Standard SLA (8 hours)
TKT-4877,Can someone help me connect to the office projector? Not super urgent but affecting my productivity.,General IT,Medium,Service Desk,Neutral,VPN required for intranet access from home — user unaware,Shared updated user guide PDF. Walked user through time entry process. Provided FAQ document.,Closed,15-04-2026 05:55,15-04-2026 08:26,Queue for Service Desk — Standard SLA (8 hours)
TKT-3969,Compliance report shows we're not meeting GDPR requirements. Would appreciate if this could be fixed today.,Security,Medium,Security Team,Neutral,Investigation in progress,Pending — ticket assigned to engineer,Open,03-04-2026 02:14,,Queue for Security Team — Standard SLA (8 hours)
TKT-1102,"Keyboard stopped working suddenly, need a replacement. This is just a general question. Thanks in advance.",Hardware,Low,Desktop Support,Neutral,Docking station firmware incompatible with latest OS update,Diagnosed motherboard failure. Replaced motherboard under warranty. Restored user data from backup.,Closed,14-04-2026 07:46,14-04-2026 11:47,Queue for Desktop Support — Respond within 24 hours
TKT-4492,Can you provide details about the company's BYOD policy? It's causing some inconvenience but I can manage for now. Let me know if you need more info.,General IT,Medium,Service Desk,Neutral,Projector HDMI port not compatible with USB-C laptop — adapter needed,Shared updated SharePoint link to IT policy documents. Added shortcut on user's desktop for quick access.,Reopened,30-04-2026 00:16,30-04-2026 07:57,Queue for Service Desk — Standard SLA (8 hours)
TKT-2556,"My email mailbox is full, need storage quota increased. Not urgent at all, just planning ahead.",Email/Communication,Low,Collaboration Team,Neutral,Mailbox exceeded 50GB quota — archiving policy not applied,Switched user to wired connection for calls. QoS policy applied for Teams traffic. Audio quality improved.,Reopened,07-03-2026 01:47,07-03-2026 14:47,Queue for Collaboration Team — Respond within 24 hours
TKT-1932,"Password expired and the reset link is not working. It's causing some inconvenience but I can manage for now. Great job on the last fix, hoping for the same this time.",Account/Access,Medium,IAM Team,Positive,Account auto-disabled by HR integration due to incorrect termination date,Updated IAM role to include required EC2 and S3 permissions. User verified console access working.,Closed,22-04-2026 01:14,22-04-2026 10:12,Queue for IAM Team — Standard SLA (8 hours)
TKT-4676,How do I set up my new laptop for the first time? It's causing some inconvenience but I can manage for now.,General IT,Medium,Service Desk,Neutral,VPN required for intranet access from home — user unaware,Provided USB-C to HDMI adapter. Connected to projector. Configured display to extend mode. Working.,Closed,29-05-2026 00:20,29-05-2026 07:27,Queue for Service Desk — Standard SLA (8 hours)
TKT-4844,"Important: Need a tutorial on using the company's video conferencing tool. Terrible experience, I expect better from our IT team.",General IT,High,Service Desk,Frustrated,Projector HDMI port not compatible with USB-C laptop — adapter needed,Shared BYOD policy document. Explained personal device registration process via IT portal.,Closed,31-03-2026 22:30,01-04-2026 00:19,Priority escalation to Service Desk — Assign senior engineer
TKT-2834,Email signature is not appearing when sending from mobile. Not super urgent but affecting my productivity.,Email/Communication,Medium,Collaboration Team,Neutral,Distribution list creation requires Exchange admin privileges,Removed and re-added Exchange account in Outlook. Rebuilt OST file. Email syncing normally now.,Reopened,18-05-2026 07:27,18-05-2026 10:13,Queue for Collaboration Team — Standard SLA (8 hours)
TKT-4681,High Priority: Request for an IT orientation session for new joiners. Really frustrated with the IT support response time.,General IT,High,Service Desk,Frustrated,Shared drive folder structure not documented for new team members,Pushed MDM profile to phone via Intune. Configured company email and Teams. Verified sync working.,Closed,07-03-2026 05:20,07-03-2026 08:49,Priority escalation to Service Desk — Assign senior engineer
TKT-0790,"Hard drive making clicking noises, worried about data loss. Not super urgent but affecting my productivity. Really frustrated with the IT support response time.",Hardware,Medium,Desktop Support,Frustrated,Investigation in progress,Pending — ticket assigned to engineer,Open,15-04-2026 07:25,,"Assign to Desktop Support — Follow up with user, target 4-hour resolution"
TKT-4559,"What is the process to request new software? Not urgent at all, just planning ahead.",General IT,Low,Service Desk,Neutral,Investigation in progress,Pending — ticket assigned to engineer,Open,18-03-2026 05:12,,Queue for Service Desk — Respond within 24 hours
TKT-0382,VPN connection times out after entering credentials. Please look into this when you get a chance.,Network/VPN,Medium,Infra Team,Neutral,ISP upstream link degradation,Updated firewall ACL rules to allow traffic on ports 443 and 8443. Tested with curl and browser.,Closed,15-05-2026 06:25,15-05-2026 17:45,Queue for Infra Team — Standard SLA (8 hours)
TKT-1329,"The CRM application is showing error 500 on login. Client demo in 1 hour, please help! Happy to provide more details if needed.",Software/Application,High,Application Support,Neutral,Memory leak in SAP GUI client version 7.70 patch 4,Restarted CRM application server and increased DB connection pool from 50 to 150. Login working normally.,Closed,12-04-2026 02:22,12-04-2026 03:22,Assign to Application Support — Target 2-hour resolution
TKT-3411,Need to set up read replicas for better performance. Boss is escalating this already.,Database,High,DBA Team,Frustrated,Stored procedure using cursor-based iteration instead of set operations,Restored database from last good backup (23:00 snapshot). Verified data integrity. 0 records lost.,Closed,20-05-2026 06:20,20-05-2026 08:25,Priority escalation to DBA Team — Assign senior engineer
TKT-1984,Need to revoke access for an employee who left last week. Not super urgent but affecting my productivity.,Account/Access,Medium,IAM Team,Neutral,IAM role policy missing required permissions for console access,Reset NTFS permissions on shared folder. Re-applied inheritance. User confirmed access to all subfolders.,Reopened,05-04-2026 22:42,06-04-2026 08:46,Queue for IAM Team — Standard SLA (8 hours)
TKT-2377,Need access to the production database for debugging. Please look into this when you get a chance. This is extremely urgent!,Account/Access,Medium,IAM Team,Urgent,IAM role policy missing required permissions for console access,Updated SAML attribute mapping in IdP configuration. Tested SSO flow. Salesforce login working.,Closed,05-05-2026 22:21,06-05-2026 03:08,Queue for IAM Team — Standard SLA (8 hours)
TKT-0599,"Need to whitelist a new IP range for our vendor's API. Deadline is today, really need help. This has been going on for days and nobody has helped!",Network/VPN,High,Infra Team,Frustrated,DNS misconfiguration after recent network update,Applied firmware patch v2.4.1 to the affected network switch. Rebooted and verified port connectivity.,Closed,05-04-2026 08:34,05-04-2026 11:19,Priority escalation to Infra Team — Assign senior engineer
TKT-2577,"Unable to join Microsoft Teams meeting, getting connection error. — THIS IS BLOCKING ALL WORK!",Email/Communication,Critical,Collaboration Team,Neutral,Investigation in progress,Pending — ticket assigned to engineer,Open,09-04-2026 00:54,,IMMEDIATE ESCALATION to Collaboration Team — Page on-call engineer
TKT-3094,"Need new email alias for the rebranded department name. Not urgent at all, just planning ahead.",Email/Communication,Low,Collaboration Team,Neutral,Shared mailbox permissions not propagated to user's profile,Removed and re-added Exchange account in Outlook. Rebuilt OST file. Email syncing normally now.,Closed,27-04-2026 06:08,27-04-2026 15:27,Queue for Collaboration Team — Respond within 24 hours
TKT-1303,Excel is freezing when opening large files. I have a workaround but it's slowing me down. This has been going on for days and nobody has helped!,Software/Application,Medium,Application Support,Frustrated,Insufficient RAM allocation for Excel 64-bit with large datasets,Restarted CRM application server and increased DB connection pool from 50 to 150. Login working normally.,Closed,16-03-2026 04:45,16-03-2026 10:23,"Assign to Application Support — Follow up with user, target 4-hour resolution"
TKT-1339,"Custom dashboard application is not loading any data since morning. Low priority, can wait until next week. Thanks for always being so helpful!",Software/Application,Low,Application Support,Positive,License server unreachable due to network segmentation change,Submitted elevated privileges request. Installed software with admin token. Removed temp admin access.,Closed,29-03-2026 00:20,30-03-2026 04:23,Queue for Application Support — Respond within 24 hours with appreciation
TKT-4348,Third-party library vulnerability CVE-2024-XXXX affecting our app. Can't do any work until this is resolved. Let me know if you need more info.,Security,High,Security Team,Neutral,Phishing email bypassed spam filter due to spoofed domain,Fixed DNS TXT record for domain validation. Renewed SSL cert manually. Configured cert-manager for auto-renewal.,Closed,15-04-2026 02:22,15-04-2026 03:53,Assign to Security Team — Target 2-hour resolution
TKT-3902,"Antivirus detected malware on my laptop, what should I do? Deadline is today, really need help. Terrible experience, I expect better from our IT team.",Security,High,Security Team,Frustrated,Investigation in progress,Pending — ticket assigned to engineer,Open,16-05-2026 06:11,,Priority escalation to Security Team — Assign senior engineer
TKT-2245,"Need temporary elevated privileges for system maintenance. No rush, whenever you get a chance.",Account/Access,Low,IAM Team,Neutral,Account auto-disabled by HR integration due to incorrect termination date,Re-enrolled user's MFA device. Generated new QR code. Verified 2FA working with test login.,Closed,26-04-2026 02:18,27-04-2026 16:29,Queue for IAM Team — Respond within 24 hours
TKT-2559,Email signature is not appearing when sending from mobile. Not super urgent but affecting my productivity. Every minute counts!,Email/Communication,Medium,Collaboration Team,Urgent,Teams desktop client cache corrupted after update,Created distribution list via Exchange admin center. Added 25 members. Test email delivered to all.,Reopened,31-05-2026 05:57,31-05-2026 16:15,Queue for Collaboration Team — Standard SLA (8 hours)
TKT-2095,"Need temporary elevated privileges for system maintenance. No rush, whenever you get a chance.",Account/Access,Low,IAM Team,Neutral,MFA token seed desynchronized after phone factory reset,Re-enrolled user's MFA device. Generated new QR code. Verified 2FA working with test login.,Closed,25-04-2026 05:58,26-04-2026 17:18,Queue for IAM Team — Respond within 24 hours
TKT-4375,Incident response plan needs to be updated and tested. I have a workaround but it's slowing me down. Thanks for always being so helpful!,Security,Medium,Security Team,Positive,Phishing email bypassed spam filter due to spoofed domain,Fixed DNS TXT record for domain validation. Renewed SSL cert manually. Configured cert-manager for auto-renewal.,Closed,24-03-2026 04:26,24-03-2026 15:55,Queue for Security Team — Standard SLA (8 hours)
TKT-4942,Can you provide details about the company's BYOD policy? Would appreciate if this could be fixed today.,General IT,Medium,Service Desk,Neutral,Investigation in progress,Pending — ticket assigned to engineer,Open,01-05-2026 22:10,,Queue for Service Desk — Standard SLA (8 hours)
TKT-1648,Need to install Postman for API testing work. Can't do any work until this is resolved.,Software/Application,High,Application Support,Neutral,Investigation in progress,Pending — ticket assigned to engineer,Open,30-04-2026 05:16,,Assign to Application Support — Target 2-hour resolution
TKT-2829,Important: Calendar invites are not showing up in my Outlook.,Email/Communication,High,Collaboration Team,Neutral,Distribution list creation requires Exchange admin privileges,Updated mobile Outlook app to latest version. Configured signature in app settings. Signature now appears.,Closed,13-03-2026 02:42,13-03-2026 04:13,Assign to Collaboration Team — Target 2-hour resolution
TKT-3249,ASAP: Elasticsearch cluster health is showing yellow status. Love how efficient the IT team has been lately!,Database,High,DBA Team,Positive,Replication lag causing stale data on reporting replica,Created schema using DBA admin account. Granted appropriate permissions to development team. Schema ready for use.,Closed,02-05-2026 22:01,03-05-2026 00:18,Assign to DBA Team — Target 2-hour resolution
TKT-1362,ASAP: The inventory management tool is showing incorrect data. Let me know if you need more info.,Software/Application,High,Application Support,Neutral,Investigation in progress,Pending — ticket assigned to engineer,Open,20-05-2026 05:06,,Assign to Application Support — Target 2-hour resolution
TKT-1701,SAP is crashing every time I try to generate a report. Not super urgent but affecting my productivity. Appreciate the quick turnaround last time!,Software/Application,Medium,Application Support,Positive,License server unreachable due to network segmentation change,Created software request in ServiceNow. Approved by manager. Deployed VS Code via SCCM. Verified installation.,Closed,11-05-2026 07:36,11-05-2026 11:23,Queue for Application Support — Standard SLA (8 hours)
TKT-3726,Production database is running extremely slow since morning. This needs IMMEDIATE attention! Can't wait any longer!,Database,Critical,DBA Team,Urgent,Unoptimized query with multiple nested subqueries and no limit clause,Ran cleanup script to remove orphaned temp tables. Purged transaction logs older than 7 days. Freed 200GB.,Closed,20-05-2026 23:36,21-05-2026 00:33,IMMEDIATE ESCALATION to DBA Team — Page on-call engineer
TKT-1759,Our internal HR portal is loading very slowly today. Need this fixed within the hour.,Software/Application,High,Application Support,Neutral,CRM backend database connection pool exhausted,Updated SAP GUI to patch 5 which fixes the memory leak. Cleared SAP cache. Tested report generation successfully.,Closed,06-05-2026 03:14,06-05-2026 06:02,Assign to Application Support — Target 2-hour resolution
TKT-3818,Need to update firewall rules to block known malicious IPs. Not super urgent but affecting my productivity.,Security,Medium,Security Team,Neutral,User downloaded infected attachment from personal email,Quarantined phishing email from all mailboxes. Added sender domain to block list. Sent awareness alert to users.,Closed,20-04-2026 23:13,21-04-2026 07:58,Queue for Security Team — Standard SLA (8 hours)
TKT-1887,"Need to set up VPN credentials for a new contractor. Just curious about this, no hurry.",Account/Access,Low,IAM Team,Frustrated,SMTP relay for password reset emails blocked by spam filter,"Completed offboarding checklist. Disabled AD account. Revoked VPN, email, and application access.",Closed,10-04-2026 22:49,11-04-2026 17:02,Queue for IAM Team — Respond within 24 hours
TKT-3029,Calendar invites are not showing up in my Outlook. Please look into this when you get a chance. Happy to provide more details if needed.,Email/Communication,Medium,Collaboration Team,Neutral,External email relay IP blacklisted by recipient's spam filter,Added user to shared mailbox via PowerShell Add-MailboxPermission. Restarted Outlook. Access confirmed.,Reopened,10-04-2026 05:44,10-04-2026 13:03,Queue for Collaboration Team — Standard SLA (8 hours)
TKT-4066,"EMERGENCY: Penetration testing scheduled for next week, need coordination.",Security,Critical,Security Team,Urgent,Investigation in progress,Pending — ticket assigned to engineer,Open,24-05-2026 06:38,,IMMEDIATE ESCALATION to Security Team — Page on-call engineer
TKT-1145,"ASAP: Scanner in HR department is not scanning properly. I've raised this issue 3 times already, very disappointed.",Hardware,High,Desktop Support,Frustrated,Audio driver conflict with recent Windows update,Diagnosed motherboard failure. Replaced motherboard under warranty. Restored user data from backup.,Closed,10-04-2026 22:12,11-04-2026 00:06,Priority escalation to Desktop Support — Assign senior engineer
TKT-4352,"Antivirus detected malware on my laptop, what should I do? Can't do any work until this is resolved. Happy to provide more details if needed.",Security,High,Security Team,Neutral,Account credentials compromised via credential stuffing attack,Isolated laptop from network. Ran full malware scan and removed trojan. Re-imaged machine. Restored data from backup.,Closed,21-03-2026 08:44,21-03-2026 12:25,Assign to Security Team — Target 2-hour resolution
TKT-4749,General inquiry about upcoming system maintenance schedule. It's causing some inconvenience but I can manage for now.,General IT,Medium,Service Desk,Urgent,Investigation in progress,Pending — ticket assigned to engineer,Open,13-04-2026 00:42,,Queue for Service Desk — Standard SLA (8 hours)
